col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
47,14,75,30,3,30,33,37,43,21
94,5,16,,55,95,55,17,71,55
,37,100,27,7,56,49,33,34,96
41,71,1,29,60,95,71,27,10,56
40,49,22,37,34,8,37,77,17,81
18,57,76,66,21,42,92,,4,42
59,67,26,56,,57,32,52,43,
87,23,1,37,49,48,62,73,82,
81,4,,61,11,42,69,69,25,23
15,,69,71,68,16,65,59,43,14
46,86,94,75,44,47,39,89,24,38
3,59,86,58,90,92,73,27,,84
,93,39,24,23,26,67,23,67,33
88,14,36,20,57,,56,72,13,96
18,97,45,28,92,35,88,,15,43
96,98,15,86,43,19,12,47,10,13
,76,,23,61,70,42,12,80,26
27,33,66,52,28,41,23,6,47,13
26,17,,4,65,29,26,33,41,7
26,86,90,1,4,95,74,,27,16
64,46,92,23,90,74,8,29,47,33
73,37,80,65,42,100,78,65,17,40
26,14,9,28,58,83,,72,54,21
73,19,86,9,28,89,71,92,63,58
46,92,24,20,20,46,39,95,6,22
3,84,26,52,35,40,44,54,57,62
19,99,,52,59,71,45,63,1,58
71,76,57,,51,5,91,56,16,3
88,55,25,62,76,36,11,83,86,87
45,37,28,71,73,,80,19,,1
95,32,54,29,,96,47,92,63,46
78,30,98,16,86,66,84,74,71,14
37,71,78,73,93,,63,75,86,
49,25,34,70,39,18,81,23,95,61
91,47,91,81,4,30,56,,35,82
8,12,79,47,64,12,40,81,25,40
,86,2,4,45,,,81,88,77
58,18,73,11,,62,56,70,61,58
90,6,37,67,2,36,73,63,64,18
1,61,51,87,60,,84,34,23,58
24,35,,86,40,80,54,29,81,35
79,,78,25,92,34,46,63,76,30
60,89,75,73,95,1,88,53,27,
31,42,4,20,43,60,84,40,82,
42,77,37,10,14,94,59,18,1,91
5,61,75,39,23,30,89,53,89,81
19,17,7,,86,35,55,36,76,
75,67,86,9,40,97,,40,16,57
12,85,2,8,33,17,88,81,,49
7,92,62,70,92,82,39,50,58,90
41,,55,86,56,,35,25,49,43
76,87,22,64,100,,10,,45,75
64,91,,40,35,85,,84,7,44
48,72,38,,38,74,68,66,40,78
,11,44,4,84,22,,67,,5
78,83,19,28,63,95,2,30,,61
29,32,88,51,25,91,,,62,84
89,,20,35,95,34,41,13,31,29
97,67,15,92,55,79,5,72,55,
77,35,,29,80,85,97,55,,32
99,78,72,67,,41,52,36,82,99
37,28,48,,47,,85,58,56,3
,47,60,17,82,3,42,49,23,30
57,,1,21,,14,2,21,94,54
37,4,55,80,,5,89,,61,5
65,100,39,63,,58,44,92,53,27
,79,16,30,41,1,24,,5,49
96,21,40,49,10,52,15,24,98,11
63,57,7,22,39,26,4,73,,68
21,80,66,65,94,85,60,59,23,10
72,60,68,,49,47,81,51,88,69
37,21,39,92,53,80,37,36,64,44
6,33,77,16,46,35,,9,7,55
84,43,44,53,,30,97,79,64,98
52,26,49,71,36,79,22,51,65,27
100,,23,49,14,58,100,93,45,77
74,83,97,79,67,88,11,,68,61
64,30,15,32,53,,64,78,38,55
69,60,23,64,,4,,16,,17
8,79,3,61,97,54,49,8,72,33
54,63,38,93,52,91,55,14,23,58
69,,5,79,49,,64,77,21,
29,16,13,,,37,79,56,100,23
90,,14,26,,14,62,70,,86
92,90,21,4,60,38,,29,100,88
21,62,20,53,80,17,33,,74,74
,54,,20,83,13,84,,92,54
28,92,4,77,48,50,81,42,51,77
83,96,96,29,61,75,27,83,25,76
33,92,64,72,,73,,,35,78
11,44,96,57,73,87,2,40,51,57
49,26,11,77,60,97,94,83,91,96
,63,,99,4,54,,,43,95
81,54,48,11,,70,9,29,,45
39,83,43,44,72,59,87,,49,21
4,,68,14,13,44,55,12,49,9
52,89,71,95,27,30,87,98,11,53
28,,74,48,10,15,15,69,96,49
94,90,,,78,68,73,47,17,48
26,67,44,69,49,71,40,56,42,49
57,49,41,60,21,11,15,39,77,
,53,30,67,26,65,79,70,24,
34,28,77,69,25,61,22,15,95,92
58,59,24,49,37,78,45,68,16,67
1,19,,13,,76,47,81,44,55
39,50,89,36,,29,,,29,33
10,50,29,66,35,100,8,47,62,11
97,26,30,67,75,36,,,62,
40,66,6,,24,94,12,67,14,61
,,63,39,37,42,85,19,33,87
55,32,23,32,42,9,35,22,41,10
25,1,22,67,12,,56,96,46,14
20,52,41,75,13,27,52,89,56,89
34,47,27,4,32,64,27,20,26,39
62,54,85,98,82,22,77,29,71,81
33,37,,50,56,,,11,4,21
62,88,99,2,97,6,22,36,3,2
77,86,45,52,96,14,58,91,15,18
26,55,47,98,,83,1,59,,9
92,58,27,89,75,3,66,67,4,19
79,35,24,,92,24,89,12,90,65
49,39,,86,19,74,44,60,20,93
35,39,43,,17,13,25,,95,89
26,15,97,61,56,24,,35,57,100
54,82,30,92,,16,13,,61,24
89,65,40,25,52,64,48,66,27,69
64,68,89,62,5,75,26,96,55,62
90,16,83,78,17,19,20,7,79,40
23,41,33,62,71,9,92,5,45,2
81,53,55,47,46,3,6,87,34,46
78,61,7,83,46,34,68,43,,93
34,49,69,18,63,42,54,25,88,14
92,67,42,23,44,89,69,39,7,89
3,99,82,60,,,62,63,76,67
39,,21,20,78,26,22,8,79,44
88,89,98,,75,5,63,37,87,87
96,52,62,38,80,89,92,12,88,19
90,89,29,47,11,97,4,39,68,38
39,1,4,40,3,53,25,64,19,33
,53,85,52,34,19,1,73,88,15
4,67,51,82,96,33,96,86,70,
11,71,80,13,32,83,,99,47,89
,92,33,40,75,53,71,89,66,55
22,73,25,9,95,18,67,83,66,25
34,20,,15,55,16,55,21,84,57
30,29,,1,57,51,41,49,50,59
27,60,32,,64,33,11,32,,55
60,19,88,75,3,93,76,84,65,
81,2,68,100,88,10,56,61,,79
11,,79,23,19,,51,58,64,83
18,28,32,57,40,78,96,8,96,87
,85,69,86,,67,71,73,19,25
55,12,53,63,51,,85,89,60,8
56,99,,60,57,24,85,90,79,95
10,31,6,15,2,27,83,83,82,24
12,,53,1,21,8,92,73,83,58
39,31,63,61,35,74,47,11,28,34
18,54,98,,37,4,7,78,38,97
14,82,1,36,10,10,85,12,83,6
75,6,10,51,49,39,58,94,100,43
,33,18,,9,49,,10,16,93
97,55,63,46,72,28,18,32,12,87
19,4,36,37,55,80,96,50,48,
64,79,65,49,4,26,85,52,12,
,11,13,76,62,62,74,,90,32
20,5,28,77,93,2,46,67,,10
67,42,46,32,60,47,57,26,73,
37,90,56,74,59,,80,13,86,91
55,56,19,91,84,50,,71,,
14,4,72,61,52,90,85,48,30,61
55,24,27,12,8,57,94,24,56,59
37,56,,66,18,62,77,74,,18
28,75,,35,13,,52,13,,69
,11,19,76,80,32,95,43,72,11
67,1,19,4,60,34,75,,40,81
22,72,14,83,39,13,56,,20,
20,,83,14,53,13,,65,,52
4,86,3,46,26,5,,7,26,22
37,96,94,81,33,93,,20,80,64
25,,95,47,74,92,19,1,26,79
48,35,33,29,70,79,32,22,3,45
19,,36,23,41,41,55,61,93,62
,44,50,1,21,90,29,4,24,
88,18,74,72,64,82,22,84,32,29
14,43,16,10,48,30,45,15,33,24
60,45,48,59,15,81,18,26,90,86
68,35,91,50,50,47,37,22,99,36
23,93,32,13,70,11,85,8,77,10
35,,18,27,42,52,10,16,98,84
42,14,36,41,76,85,67,14,70,76
2,,32,79,,26,52,62,7,12
99,88,31,27,61,76,38,22,86,
89,81,93,11,,17,5,16,46,
4,,20,6,48,80,74,79,97,62
4,75,38,46,67,50,27,83,96,70
80,31,16,,65,5,,62,36,
21,51,19,64,22,70,1,69,4,18
92,39,91,64,,51,49,21,65,76
25,63,10,34,,44,47,,27,67
26,71,59,98,48,7,7,6,69,43
91,22,94,50,97,14,10,90,55,34
36,34,4,55,56,88,69,92,15,26
50,3,21,25,77,51,30,47,,60
88,79,52,83,86,57,26,25,25,9
,83,85,,17,18,63,77,72,
11,21,12,,97,44,66,88,97,11
21,63,26,64,14,3,87,87,77,98
5,69,2,60,5,60,,3,46,14
17,98,31,57,23,7,,92,,70
,94,84,,28,5,54,15,100,81
90,24,52,71,29,82,90,36,24,92
94,50,57,94,41,7,16,37,9,15
86,49,90,,60,80,41,83,86,94
70,6,,97,49,87,3,32,89,9
90,61,47,73,96,57,34,20,9,72
41,52,69,34,97,83,23,27,83,
35,57,46,,16,37,,,87,18
,,86,78,40,61,69,22,,55
90,40,22,99,75,14,,48,1,1
1,25,80,86,42,93,21,,30,3
,29,45,18,90,61,16,48,,85
90,62,45,12,45,65,57,52,12,41
16,83,,48,62,34,16,21,37,9
24,8,83,95,22,,74,9,21,4
44,35,38,16,29,7,94,99,27,39
43,7,77,,30,13,4,92,36,4
,,56,71,88,93,34,38,84,52
,9,16,44,59,,64,30,38,93
3,76,24,37,25,37,21,88,8,31
80,,1,95,64,12,11,71,44,45
13,67,32,59,68,67,23,46,98,69
15,22,79,91,85,96,,36,40,
81,68,45,37,,58,10,92,76,37
52,9,40,83,9,44,31,59,2,35
58,37,2,42,,56,10,45,30,76
64,22,8,20,90,75,,34,24,29
76,64,6,70,62,27,67,80,52,19
53,63,33,16,,9,57,25,81,9
82,34,88,50,88,65,36,,75,63
2,85,8,35,43,95,51,,,74
40,1,,95,17,13,9,96,77,15
53,47,17,73,45,64,,96,83,63
98,,47,4,31,,24,85,8,1
19,91,56,88,28,,72,80,,44
78,38,43,,3,7,93,97,91,95
43,23,16,,18,41,67,4,32,
34,79,17,4,31,41,63,94,70,93
83,15,9,8,71,69,72,94,89,10
64,55,53,55,84,55,83,73,33,63
75,45,89,94,65,89,36,38,5,66
57,78,70,35,23,82,35,33,90,81
19,71,38,42,,32,68,,26,99
53,59,15,85,37,81,56,38,65,83
,5,54,32,63,33,99,,48,11
20,93,37,8,7,78,,,16,92
22,3,44,28,15,33,3,19,5,40
25,12,69,3,7,71,93,53,88,27
51,78,54,11,85,,72,29,19,39
6,80,76,6,51,86,89,98,84,14
27,84,93,56,56,87,84,37,24,20
17,35,13,33,52,74,73,27,89,15
67,89,45,26,66,18,36,,96,60
19,28,,49,,18,,19,67,4
91,75,33,10,75,10,36,52,93,94
85,14,13,13,22,4,25,88,99,100
34,44,98,38,45,9,56,14,91,
10,95,35,18,95,20,61,54,59,37
60,60,86,73,59,98,,72,20,49
22,,59,59,20,56,27,13,57,
4,88,51,38,19,19,59,5,77,92
52,76,26,38,31,45,14,75,51,44
46,68,90,53,62,,50,64,92,10
6,51,,3,58,,89,75,29,28
65,29,19,63,90,56,37,1,47,82
5,23,72,51,15,,88,53,32,
,3,73,67,71,,76,41,89,42
,55,1,12,15,71,57,2,61,6
10,42,1,93,31,58,41,,88,51
100,98,87,56,85,48,23,26,8,33
3,,60,20,34,,,5,93,28
36,81,65,17,12,,23,50,91,63
96,1,46,82,47,54,55,28,19,
64,,10,62,73,49,67,,10,5
10,98,11,37,81,42,,41,40,53
23,82,25,31,48,20,43,38,91,33
98,79,68,17,36,,64,38,99,46
57,45,24,50,50,46,43,29,29,7
5,23,35,20,33,68,32,98,79,81
39,73,73,54,7,100,88,33,7,18
35,94,34,47,81,42,89,,,21
46,69,50,84,82,61,70,48,17,81
19,,69,47,88,66,82,,,90
2,11,57,8,28,4,26,27,32,40
1,,38,,34,41,13,10,3,81
27,,29,1,54,87,37,97,36,16
80,52,72,77,41,18,,9,24,5
10,72,58,23,79,70,31,,24,99
64,26,13,31,73,76,57,61,8,93
7,32,84,1,62,92,54,83,89,69
52,79,58,,100,68,86,46,44,46
59,7,71,8,37,60,28,68,26,11
72,97,5,96,72,19,,61,,48
8,57,37,7,43,3,22,59,57,22
13,88,,45,97,,11,45,56,
4,54,19,59,68,,45,22,94,85
58,79,17,98,85,40,69,39,21,21
,98,,87,65,93,,53,64,24
62,,13,87,19,58,45,71,,26
45,17,,47,84,92,,43,61,53
23,100,24,100,4,31,21,73,21,77
81,98,32,65,,71,49,75,15,61
24,42,29,27,41,56,21,34,,42
8,91,50,86,65,6,50,5,33,37
44,76,2,,17,47,,80,69,47
90,1,3,45,,3,48,20,19,69
43,51,68,70,71,36,5,43,50,98
3,,28,50,7,74,22,44,11,9
42,,50,72,12,14,31,1,65,15
92,,97,18,35,13,95,67,74,77
98,72,11,52,,25,88,82,86,94
83,78,14,48,28,51,96,14,70,
48,77,86,3,18,82,71,27,69,14
80,4,12,60,81,36,18,89,82,38
5,2,49,1,,96,44,83,27,26
23,46,60,21,49,,99,75,48,20
5,80,57,94,57,32,13,95,57,2
28,,53,92,55,14,55,7,79,38
34,21,33,53,,,5,57,22,34
51,59,76,11,,59,12,28,,
66,57,56,7,1,47,67,57,,78
79,21,64,28,49,74,27,18,70,100
33,68,15,58,40,22,26,38,79,43
36,55,78,62,,47,47,100,49,95
32,4,47,24,56,66,93,53,92,28
44,88,6,50,100,33,35,78,8,69
89,63,20,1,43,,17,22,47,23
77,57,93,19,21,82,32,,41,43
96,23,19,14,100,78,5,,91,57
45,71,62,13,85,67,21,2,14,88
66,27,31,78,1,46,10,95,70,26
,,77,52,36,24,66,81,94,23
62,6,88,26,13,74,40,29,80,4
84,97,48,41,,81,,62,90,3
48,17,17,79,59,63,4,26,92,72
38,62,46,48,8,92,43,37,72,35
20,48,,26,70,34,13,3,82,46
97,69,67,26,,92,56,36,66,
43,7,,34,56,35,21,52,76,36
,50,64,72,88,66,14,32,68,90
57,,76,61,42,15,38,63,46,90
19,71,,32,,8,,58,73,8
92,73,,15,87,84,9,16,65,53
71,23,91,6,59,35,41,58,74,48
36,16,40,,74,16,78,54,56,57
77,99,78,72,78,52,61,97,,13
,81,,100,98,98,27,52,65,4
92,60,54,11,45,25,33,8,96,9
50,13,2,63,93,92,67,50,63,87
83,58,,56,,78,42,45,59,19
8,30,79,11,63,,63,57,59,43
100,64,100,50,21,6,20,30,40,43
,89,45,7,9,68,70,28,82,20
,73,57,67,23,27,12,85,59,5
37,43,13,43,19,95,30,59,40,5
83,3,94,15,87,34,100,66,58,6
86,83,63,35,98,79,,,57,36
27,33,59,46,85,54,94,18,41,28
59,7,59,49,,54,74,17,1,8
29,75,91,90,100,36,44,55,85,
46,18,83,53,12,51,45,16,73,13
70,53,79,47,49,92,22,60,6,63
19,96,84,3,23,,98,53,32,62
78,22,81,52,60,37,69,57,80,65
35,47,85,71,29,87,96,75,29,87
13,,32,9,52,36,13,86,36,72
67,87,90,,26,83,46,49,91,93
21,74,,16,18,76,63,54,4,95
100,25,76,61,65,1,81,42,98,27
21,,72,33,87,57,60,71,,
99,47,18,61,10,,34,46,,98
22,54,51,100,93,84,95,48,30,60
97,41,15,,81,26,64,30,,69
52,97,44,3,83,,81,47,88,44
,5,77,12,,95,73,,33,81
94,74,89,61,31,92,48,33,52,72
52,91,60,33,68,1,48,64,75,64
90,71,68,15,35,56,93,67,37,27
100,5,,44,85,2,30,89,63,4
80,6,63,85,,47,,88,49,45
36,20,63,,49,62,18,6,45,99
21,66,42,90,,7,,94,65,57
,72,58,68,61,50,85,6,90,59
39,38,13,20,75,,23,11,10,57
,63,84,94,74,,100,15,32,58
35,39,51,4,57,8,88,21,71,80
28,20,23,47,,11,82,,31,47
92,68,68,35,3,44,40,23,92,97
,68,28,62,7,75,92,51,26,98
39,38,20,54,94,77,69,60,85,
52,23,18,4,34,12,2,,74,15
100,43,38,28,65,6,7,26,65,10
18,59,67,45,13,12,65,18,72,61
,69,51,84,42,40,54,78,13,54
26,70,66,45,28,79,56,95,74,60
75,78,87,100,42,68,32,26,78,9
88,15,73,45,18,66,73,39,29,29
96,23,90,32,67,65,55,31,,77
87,92,87,32,50,69,76,35,61,16
90,26,2,68,40,80,,56,33,84
69,35,43,80,36,95,29,99,40,4
5,18,16,,64,84,7,54,46,56
,5,46,49,36,22,49,,60,15
73,,11,19,20,,75,99,12,95
56,100,38,65,79,23,30,61,84,94
,73,11,58,86,97,59,,55,42
98,4,30,8,,31,54,,74,67
78,,59,5,78,47,40,,59,97
89,1,1,68,96,37,89,43,15,39
40,5,98,76,42,100,63,12,60,90
41,11,79,64,35,21,20,15,89,49
65,74,11,56,21,62,25,93,10,51
56,37,74,56,7,28,76,94,62,31
92,,41,71,44,67,93,77,,59
31,58,96,94,,10,17,6,93,
96,97,73,87,29,47,74,86,69,
44,9,20,37,42,35,97,24,71,
25,88,90,30,58,44,,96,77,
31,67,62,89,9,20,77,67,76,37
75,100,12,66,100,43,26,39,95,2
49,74,,56,75,69,14,71,27,41
86,66,28,86,90,23,,6,81,29
13,50,12,31,43,94,35,27,86,84
50,53,81,,35,60,23,3,5,76
21,80,31,74,43,76,67,89,8,63
20,87,90,81,15,37,54,9,97,72
90,60,,56,14,29,58,6,68,
95,1,86,22,94,18,91,34,42,
46,96,34,9,3,12,38,82,95,94
54,42,,92,,74,42,94,97,82
22,28,88,90,65,59,37,66,32,25
5,70,21,5,8,92,96,14,76,28
77,96,21,84,95,14,47,2,18,11
11,96,20,81,,76,89,39,19,
,48,51,,90,,25,54,32,25
6,67,13,46,78,37,66,88,28,
47,16,97,51,66,,11,41,56,25
99,,15,72,27,45,99,87,,93
54,72,94,53,17,32,16,12,51,56
96,40,52,87,,31,12,22,,
12,71,88,35,14,49,45,30,3,13
90,45,40,61,38,43,32,28,41,95
77,56,77,100,33,84,99,19,47,93
80,52,35,58,21,37,13,79,63,5
50,,73,90,,32,,95,35,52
53,51,16,73,54,36,30,36,4,80
74,31,35,66,10,64,19,45,44,
,69,12,11,48,78,53,,22,97
75,64,53,69,94,8,,63,33,16
47,67,,28,51,23,60,58,89,17
56,90,22,28,49,,8,25,79,27
86,78,68,50,,14,96,26,100,51
26,31,,50,49,31,68,8,53,39
77,34,85,65,68,67,,60,76,34
31,25,83,,28,90,84,13,32,44
89,36,9,93,21,75,61,52,,43
50,58,15,88,88,64,1,7,,53
26,41,63,63,52,37,93,4,56,58
45,13,96,44,100,30,1,4,10,31
85,14,66,70,53,77,67,16,92,76
11,3,33,14,80,46,94,12,84,95
32,85,,63,96,45,50,66,22,22
84,66,90,64,99,53,84,98,10,88
66,63,41,55,65,10,39,61,22,55
43,5,30,26,56,36,70,77,29,5
19,,6,32,72,10,41,90,32,51
37,2,80,93,93,63,64,32,26,22
33,93,49,92,49,100,74,45,58,69
42,29,11,86,24,97,17,49,50,4
40,96,55,64,95,67,19,89,26,
99,1,20,77,97,56,15,74,18,62
2,3,62,24,,80,,2,16,100
91,33,56,12,40,79,,40,23,36
,78,90,32,100,44,26,66,28,69
82,16,56,71,36,100,88,20,68,40
85,36,53,91,36,90,,6,38,24
95,72,93,98,69,90,99,1,11,41
,87,60,,49,33,9,35,54,73
77,32,8,2,,23,81,58,57,94
,94,38,70,34,88,36,8,94,24
43,10,1,33,34,75,81,89,58,34
86,51,96,27,41,27,76,16,4,57
10,44,22,82,53,39,31,28,70,51
32,88,,41,99,,12,69,5,82
40,23,77,45,73,79,60,60,,23
74,90,52,2,61,100,10,86,59,35
62,70,6,65,20,32,48,55,49,19
66,93,30,87,47,46,8,14,17,75
71,97,42,1,58,28,,6,71,54
36,79,35,36,24,65,51,66,,16
70,43,2,52,14,8,27,81,66,22
16,74,76,92,30,,63,62,11,44
98,22,95,85,73,86,29,46,75,52
82,69,38,100,75,38,,59,91,65
,15,20,12,51,30,76,,80,76
,32,45,77,85,10,55,,47,54
,26,96,57,27,,79,78,,35
29,10,84,46,4,33,37,15,88,
76,55,,55,8,8,,61,35,31
95,65,81,89,35,14,32,,53,17
16,32,56,,81,79,56,99,10,72
,73,29,37,62,,16,37,21,
75,86,,87,20,12,13,81,24,100
99,26,83,6,16,38,17,94,29,87
53,84,6,77,5,26,89,41,10,9
82,87,,77,50,,37,19,45,100
,98,62,15,7,40,92,12,,22
43,73,84,43,83,60,98,33,43,27
74,96,57,62,33,52,71,83,32,3
79,50,98,,91,,52,65,95,86
60,93,18,99,86,3,20,64,75,15
1,80,81,24,75,,83,36,55,
48,40,,51,,18,84,4,,56
5,,11,4,56,58,61,92,3,4
41,9,62,68,12,26,100,86,9,35
67,79,80,,86,52,78,68,49,70
20,57,11,38,8,92,61,98,,12
88,99,,26,37,34,99,18,52,41
6,11,15,70,76,35,25,16,58,72
47,68,,25,76,5,,12,75,17
67,30,87,53,52,75,10,9,69,1
36,18,43,12,,64,36,45,4,45
86,42,16,37,53,20,53,45,,54
73,33,73,33,13,84,22,16,75,10
37,30,81,55,27,3,11,12,89,74
80,14,72,79,,20,28,80,14,56
4,70,45,62,92,81,54,82,77,37
15,79,31,87,31,50,45,16,,80
19,32,27,36,57,19,46,24,19,12
,77,22,25,95,23,3,30,59,97
28,19,31,78,26,81,5,54,35,59
,24,60,48,67,63,39,10,99,84
52,83,17,63,78,55,,,,
18,81,24,2,27,43,82,100,24,44
38,75,73,54,16,,64,,67,4
88,32,31,30,53,17,91,18,61,70
81,30,53,9,,32,,8,64,25
79,51,14,57,21,49,89,49,,70
3,81,88,74,55,29,,9,19,1
68,40,3,8,72,24,47,93,32,38
88,43,19,21,77,36,4,25,61,57
79,,,90,92,54,,87,32,20
12,3,95,52,46,30,,29,6,34
89,88,72,90,96,65,2,65,86,62
87,42,,3,83,34,85,3,3,71
22,57,,48,79,32,54,,74,36
22,9,,36,100,71,41,81,74,32
76,,41,43,61,70,3,5,73,84
27,54,87,60,79,43,78,70,38,22
41,60,63,1,2,62,96,58,43,8
57,5,68,,,5,92,55,65,
11,63,97,48,69,89,5,93,20,60
41,40,39,19,99,79,77,97,66,76
34,24,41,,29,19,42,29,81,21
,76,54,51,63,33,,27,32,79
26,66,9,27,,24,,29,68,89
66,51,81,,70,,99,7,75,24
39,67,97,,63,53,,47,,3
28,4,12,32,97,51,86,,58,96
75,47,96,8,80,12,13,7,46,14
72,43,20,22,26,80,74,21,27,37
35,79,38,23,44,95,2,60,69,4
28,19,,8,40,77,85,,68,7
32,88,93,,50,42,80,57,93,61
29,57,9,26,66,14,22,62,99,66
77,85,98,15,75,49,1,85,90,
38,56,52,100,,,13,69,95,82
60,44,77,,7,16,82,71,71,53
67,94,25,68,63,85,,81,90,75
15,2,59,94,22,76,,98,49,27
13,94,,35,66,48,64,92,100,32
24,41,9,87,34,76,46,79,51,
22,66,99,54,93,15,80,10,47,51
37,76,54,33,57,91,15,77,26,52
89,22,22,25,14,98,97,78,66,97
86,73,30,56,22,8,25,59,,6
91,54,38,73,43,73,69,58,39,66
14,,87,95,86,,77,,88,70
53,15,73,80,45,51,55,4,,44
91,15,46,13,78,46,15,74,22,97
41,2,,24,71,,,69,3,36
,60,54,51,17,28,88,23,,10
86,53,87,82,68,34,67,,,70
44,73,,4,74,,3,16,33,93
22,43,5,71,85,86,100,55,71,60
,28,,49,89,47,70,,72,53
19,40,88,29,34,36,68,,,23
,90,28,4,23,95,12,41,64,72
5,56,40,,22,38,54,96,89,63
33,31,13,62,35,,5,1,30,
89,,54,87,13,100,53,5,33,91
16,44,4,55,47,100,,15,69,
43,79,8,9,86,96,37,87,100,71
45,81,20,66,89,86,42,32,,17
15,31,58,96,46,79,52,92,70,28
19,72,17,61,98,24,54,58,100,2
15,,20,37,19,67,77,,88,78
58,37,13,8,19,45,4,92,69,19
94,75,33,71,94,5,68,56,18,11
88,52,26,56,15,79,,9,,42
19,33,65,39,,,36,2,64,6
5,13,,3,68,67,42,,4,44
31,89,11,98,51,82,46,,57,18
32,14,54,26,42,11,,45,64,57
13,89,65,54,,69,82,,72,
34,,50,57,73,60,58,65,91,76
11,8,34,11,4,24,85,96,98,38
23,19,,,,68,,85,9,17
12,91,2,85,43,5,93,98,72,67
4,32,36,83,35,,7,61,74,77
14,31,80,60,99,40,47,3,24,87
44,92,95,77,23,,44,70,44,63
34,13,,97,28,95,46,52,52,
100,6,66,77,40,33,,80,17,63
67,72,98,32,43,60,44,51,7,58
74,25,81,45,1,13,78,59,22,91
9,5,57,31,69,37,62,58,38,70
99,,4,73,21,82,77,34,49,17
,34,49,,45,84,18,99,87,
71,25,11,45,81,76,53,93,46,35
23,,46,58,40,8,,86,59,50
,,31,98,66,23,,57,36,74
21,65,77,43,,81,2,7,78,91
15,77,83,70,25,17,84,35,63,
1,97,37,,95,77,,22,79,57
15,29,100,20,28,36,14,48,16,14
32,8,,29,17,74,61,61,44,95
51,46,19,48,1,14,29,67,12,90
95,16,,85,72,38,,17,76,46
41,5,38,,75,100,27,45,52,58
60,99,38,68,24,100,60,21,,17
,10,,39,55,,47,96,68,97
42,11,58,93,21,,91,,59,23
19,,9,84,96,18,,36,88,58
70,,33,14,93,77,68,,68,48
69,6,20,51,43,14,40,2,58,62
50,62,83,93,4,,27,46,,8
43,91,11,12,90,7,2,26,84,89
92,31,22,17,22,25,81,56,77,39
1,73,55,21,58,92,71,66,31,53
99,54,14,88,91,,15,76,11,20
91,,53,18,79,63,,86,23,78
72,91,93,72,4,5,84,52,49,1
86,23,93,18,57,20,17,9,,57
52,7,89,73,11,46,24,43,52,89
61,65,46,56,99,71,87,89,24,88
88,51,40,69,5,28,53,15,22,98
,75,82,14,10,32,14,93,,
13,39,,15,92,68,6,57,41,73
9,43,49,90,65,91,62,57,74,46
4,82,47,70,,,97,23,43,53
44,91,70,24,32,,96,93,83,70
56,6,21,57,,51,,,47,38
82,,63,20,75,17,13,74,51,82
25,43,70,14,24,7,88,91,100,35
26,87,12,22,74,67,10,77,14,59
66,48,15,44,86,60,27,83,47,60
54,,84,,60,31,12,2,94,36
72,62,89,91,12,50,88,54,39,76
24,56,70,52,39,68,55,12,21,67
,76,40,59,16,34,5,38,78,77
,57,41,97,86,11,68,8,,13
53,31,1,39,89,3,6,51,5,90
26,98,28,74,86,,44,,78,
70,13,56,93,,99,20,56,7,66
45,60,1,,94,,26,22,,83
33,62,13,22,41,46,96,25,37,85
73,79,29,59,50,7,80,89,93,25
3,88,67,,7,8,35,18,81,54
6,46,80,57,81,25,31,67,24,52
38,5,80,13,71,72,73,13,43,84
94,99,87,73,,,41,4,39,98
11,47,32,72,3,80,72,49,4,12
36,42,93,18,89,16,6,49,93,37
72,16,71,1,15,90,2,76,47,16
,63,58,71,4,,61,37,62,23
33,61,9,48,,51,99,4,60,23
46,50,94,36,8,16,76,89,26,89
1,49,83,49,5,21,61,100,,5
47,57,,14,64,16,17,15,93,22
32,,56,37,95,29,57,79,12,
27,,,35,40,51,68,30,77,13
67,91,59,5,88,61,84,96,63,43
12,15,7,24,94,68,,38,20,50
82,28,63,9,,65,60,10,20,
6,91,11,81,97,32,73,,51,55
5,,51,,36,34,40,15,,82
27,49,77,86,34,,89,60,100,96
27,46,94,93,86,60,70,,25,2
16,64,28,62,19,96,1,41,46,11
29,51,94,25,11,89,,88,27,56
20,99,95,97,21,4,29,9,60,23
15,33,51,9,65,56,,52,100,78
,,65,,,43,75,88,49,78
16,14,94,92,,,94,17,43,2
72,65,74,26,72,67,,,55,77
55,100,11,13,81,,24,33,55,40
97,62,42,17,53,10,64,70,38,33
5,23,48,,,38,44,47,63,38
36,90,51,10,98,96,63,,41,81
97,84,24,19,,46,64,11,62,2
29,29,32,,31,68,81,,91,93
89,47,12,57,100,21,83,40,38,53
63,87,35,18,70,12,69,54,14,75
67,22,4,66,23,2,48,,72,62
53,89,93,38,1,17,5,3,49,55
95,36,36,78,43,38,53,35,70,74
,87,40,71,2,94,,40,3,98
74,47,9,44,62,22,4,3,17,71
12,55,83,33,2,38,87,17,53,20
25,56,67,1,52,90,11,,59,50
39,18,16,18,56,55,48,,,10
79,65,50,52,97,15,93,20,51,32
61,76,69,69,92,60,35,58,77,38
21,60,94,19,,28,66,12,,82
2,13,87,3,,71,41,90,76,50
29,,85,11,27,26,,56,67,8
27,11,85,20,37,56,76,40,100,87
26,,80,35,63,41,53,52,51,
3,6,53,85,39,43,,46,11,76
8,21,34,50,74,56,83,80,,44
76,87,21,7,64,20,11,42,,81
2,22,66,80,2,98,27,83,57,30
14,92,93,83,15,44,9,,1,75
