col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
,,92,51,70,,76,34,40,15
61,82,19,,87,55,96,4,76,27
42,18,96,61,63,100,56,4,96,92
86,68,35,10,76,12,82,2,63,95
38,75,29,61,18,85,58,58,21,25
69,80,96,27,21,25,82,,27,93
7,,42,31,59,15,47,59,,34
,86,62,97,93,,77,,80,67
11,23,4,84,6,36,89,54,1,64
53,49,41,89,11,10,30,20,80,65
67,64,,15,16,54,19,65,97,37
67,77,6,8,59,31,64,44,82,86
18,41,37,,94,53,38,18,52,
40,25,20,87,,19,65,43,48,57
36,25,87,,1,50,51,76,64,32
93,13,68,13,19,75,,10,52,7
94,74,87,28,66,95,54,51,4,2
82,20,5,1,100,75,22,53,80,13
29,23,80,11,55,55,94,68,53,19
98,85,62,21,34,28,,5,94,83
100,72,,65,81,37,,23,57,52
83,62,70,63,91,77,46,66,97,25
,,,,,47,38,6,15,92
85,3,30,95,75,42,39,21,36,15
99,54,6,4,89,95,44,69,55,1
83,9,34,75,5,96,20,62,74,65
28,,32,35,13,1,36,31,98,59
95,80,14,24,79,11,80,74,58,73
55,5,12,92,47,92,13,59,30,89
43,56,,,33,,43,21,23,15
57,43,36,18,74,58,5,11,99,76
24,18,72,25,,49,41,85,39,65
72,86,15,62,71,46,47,19,71,47
12,88,,89,36,65,27,,43,98
11,11,26,,42,28,78,75,82,12
60,81,9,62,80,75,77,5,5,20
17,47,68,88,69,7,7,54,92,80
95,11,96,4,89,49,,5,68,43
80,44,16,10,1,23,57,21,7,51
79,4,24,98,5,77,78,49,41,100
4,5,87,79,23,66,41,13,99,
39,74,75,19,,45,70,34,51,
48,19,,88,44,28,1,14,71,99
36,39,35,82,10,1,5,92,15,17
59,,63,81,96,59,38,90,14,66
17,42,40,20,,52,70,81,,79
79,52,3,34,39,7,64,45,21,
86,82,35,3,90,,77,19,62,13
38,56,96,27,14,43,,75,20,15
74,73,10,33,63,8,94,59,89,9
33,100,11,45,50,74,63,17,,36
42,,51,47,54,22,53,58,21,18
63,35,53,74,8,48,53,,55,56
53,75,18,90,87,16,71,21,1,83
82,,80,15,62,,,86,12,47
37,16,4,44,7,28,,53,14,99
27,54,57,67,1,35,83,10,62,1
62,,19,94,9,71,6,34,69,24
13,27,28,40,89,55,18,7,59,
99,42,12,70,24,50,84,33,77,100
47,80,99,75,91,26,1,97,97,96
26,78,64,61,22,80,36,,66,22
85,1,90,74,96,89,61,,50,51
,93,57,,76,80,25,,58,42
,82,35,11,58,46,63,24,,61
53,73,68,33,,3,59,65,37,41
59,53,,86,78,98,58,41,33,22
60,,8,89,,100,30,65,21,70
15,62,78,38,39,28,71,33,83,54
92,37,7,45,68,63,69,53,16,
83,,23,58,38,71,6,42,87,28
71,73,7,34,19,36,45,64,74,28
35,97,51,47,59,76,33,78,11,57
53,9,10,63,8,43,87,45,60,85
2,89,44,18,60,63,24,3,62,60
62,81,53,69,37,30,10,92,36,80
66,55,90,92,87,70,88,74,100,36
21,9,61,90,11,32,29,22,73,54
29,88,42,41,10,66,59,12,,48
69,45,31,,59,77,,86,87,63
30,65,,10,33,59,39,34,27,55
84,60,39,49,44,69,16,59,56,52
,23,76,69,5,65,55,97,95,
49,12,,,53,14,45,22,98,69
82,14,83,46,41,52,,88,82,1
31,62,22,46,,15,39,5,55,50
74,20,48,37,87,81,85,,12,
48,,66,25,38,16,3,28,2,69
12,55,76,28,55,3,42,4,85,58
83,41,51,48,27,80,73,,73,
33,1,56,65,93,,,35,49,88
14,63,94,75,23,44,87,38,66,23
55,36,,46,32,68,99,50,16,50
5,72,63,53,33,67,7,53,3,2
,36,38,1,80,92,62,,77,96
67,36,68,28,43,89,,83,70,14
,88,12,61,77,67,45,52,19,5
30,83,18,63,37,,55,55,55,75
90,69,60,,76,96,18,29,42,71
72,,76,11,11,15,78,97,68,16
69,92,13,40,60,40,18,66,41,78
,72,62,,88,2,16,14,,63
95,39,67,77,,40,51,61,3,47
,9,6,57,49,11,91,78,88,26
9,,47,9,17,65,96,64,98,57
29,,26,29,91,8,83,31,19,19
77,44,99,72,56,10,9,7,59,70
72,47,77,11,43,94,94,70,47,12
51,18,8,42,25,89,83,76,25,25
43,59,32,65,87,38,81,29,69,34
9,73,5,100,94,,11,,5,88
31,96,78,70,88,88,8,26,23,
11,48,40,31,79,17,95,70,65,28
75,92,72,97,68,83,6,15,2,85
3,73,28,77,53,99,79,,70,94
68,81,28,25,89,2,57,70,67,16
,29,79,19,63,,50,15,64,74
19,7,85,61,35,3,4,13,,43
93,54,78,33,91,,21,23,,67
18,54,93,,23,48,80,66,17,35
96,34,96,39,,74,,87,56,25
,45,53,,,78,52,48,94,6
26,87,99,2,68,69,23,62,17,71
83,45,9,25,42,51,24,75,31,
100,43,17,20,22,19,11,39,69,6
47,5,10,52,56,,10,52,12,44
83,89,47,68,59,40,88,68,59,74
98,62,79,38,45,50,78,47,,86
83,47,21,67,84,86,21,31,68,98
17,35,,30,82,96,66,83,40,71
22,69,3,5,11,34,,,,62
6,77,34,6,56,57,19,46,22,85
44,60,8,11,,98,68,29,50,12
51,28,42,22,69,73,80,,100,24
62,88,6,90,78,65,26,11,,34
98,,40,68,81,32,16,,49,31
,31,79,53,91,77,55,11,65,12
26,89,5,26,42,19,71,1,12,88
78,24,67,41,27,67,14,82,21,9
99,90,21,21,53,77,91,81,92,98
96,76,20,,3,54,53,40,65,52
64,88,13,48,69,59,83,43,48,48
58,57,73,66,68,62,36,,91,83
1,57,87,42,58,94,43,93,59,
,63,,77,63,26,32,70,86,36
7,27,17,91,81,70,68,89,32,28
82,37,,68,,37,14,66,95,40
62,14,,50,4,47,,17,73,2
50,28,31,4,93,91,34,7,12,
,,98,33,97,,86,69,42,16
91,1,,86,12,,60,90,41,36
20,100,20,39,95,59,48,22,90,
,60,21,,92,70,51,42,49,
7,38,60,35,30,,86,2,83,20
16,39,56,4,35,79,73,15,22,26
86,61,51,4,15,80,24,96,,54
69,14,54,94,54,90,76,33,60,91
6,23,,100,89,81,82,34,72,52
52,53,42,77,100,70,93,96,88,93
55,51,90,32,57,72,18,36,52,
21,,97,32,41,99,1,38,89,45
97,10,65,,82,1,37,86,36,95
54,6,99,2,17,93,70,90,12,94
52,44,43,57,56,24,,77,82,7
66,100,93,72,25,52,13,64,31,66
68,,83,81,2,,60,34,10,4
4,49,82,59,24,50,62,34,21,73
55,45,90,,,73,36,7,58,74
33,47,10,9,87,,95,81,93,96
41,47,83,32,7,20,9,82,84,38
71,,,94,37,69,21,54,90,58
48,97,84,22,45,4,60,16,98,66
85,96,50,37,32,9,56,100,57,82
66,67,47,18,,93,35,63,28,62
68,11,81,93,78,6,80,41,,57
88,57,50,60,52,4,61,18,80,
25,47,98,31,64,68,66,,64,73
53,12,24,5,17,,79,17,,43
,65,15,,57,,22,69,25,88
36,52,38,89,,39,8,33,75,47
,96,43,94,23,10,25,7,1,58
,43,,92,34,26,49,1,,80
4,97,81,26,35,85,59,10,77,38
33,65,28,68,94,73,77,23,96,100
42,80,,76,,32,77,54,77,16
60,25,73,,31,55,87,51,52,10
29,46,69,,66,76,63,44,63,79
6,93,34,37,,,49,47,52,44
79,43,21,5,29,82,99,62,3,7
47,,35,87,7,27,16,79,100,19
56,99,94,23,,18,47,52,74,5
26,7,29,7,41,59,47,58,18,31
66,,95,27,29,11,48,66,65,25
55,,16,10,60,,95,46,22,37
31,65,37,63,77,79,69,58,48,95
96,20,69,8,39,36,14,87,66,12
15,12,46,93,58,20,94,63,3,18
47,23,,5,94,30,47,11,4,71
17,29,86,76,,28,23,60,24,29
59,91,69,45,5,25,51,86,32,
30,55,70,79,9,,41,58,92,64
97,77,13,79,,27,,13,53,83
51,33,88,42,33,43,96,60,32,64
8,12,,,84,17,99,34,28,86
45,6,31,16,11,,94,83,7,21
,,55,,91,53,45,65,92,7
22,37,24,93,81,5,69,73,1,46
78,73,76,87,,24,79,4,41,75
32,3,13,45,54,20,32,20,31,11
11,78,11,70,7,93,48,12,,91
98,99,84,15,62,32,57,36,11,54
7,15,93,4,37,36,72,34,41,
38,92,67,88,97,70,14,61,45,65
49,72,71,98,99,90,49,24,4,98
4,82,74,31,66,33,41,84,80,72
74,19,4,72,6,5,9,33,65,26
49,60,26,88,12,,50,5,25,39
73,87,,12,22,100,93,11,73,84
62,28,31,87,59,72,78,94,51,3
36,92,,48,,100,58,45,79,77
5,97,63,95,90,52,,74,4,88
63,28,5,99,57,58,84,96,,27
73,62,58,22,55,69,17,13,,42
98,27,43,40,2,78,21,95,14,38
41,,26,17,,71,99,54,,45
73,10,2,96,11,3,35,1,16,17
32,49,81,40,77,40,98,67,27,42
,67,28,18,66,32,19,61,7,27
,48,8,75,1,40,72,67,12,22
66,22,93,26,8,,96,98,84,42
47,,15,,95,81,100,94,,80
55,54,10,72,33,3,94,,4,76
93,61,10,15,22,,80,70,27,7
83,44,12,,73,87,32,40,8,68
10,64,65,5,45,53,35,,91,30
85,64,33,,52,74,89,73,59,8
,38,47,,,,71,39,46,19
46,22,32,27,95,9,24,72,5,2
52,99,46,92,25,,86,,32,100
72,44,5,50,19,85,72,65,60,4
16,29,33,88,96,32,82,25,6,53
88,27,80,77,65,,60,75,81,20
28,100,8,36,43,33,56,58,92,64
,98,65,78,98,23,,60,38,95
83,58,,37,6,51,65,7,38,17
28,24,,47,3,25,84,89,8,31
32,2,89,29,3,50,,18,65,
,32,,99,67,43,82,30,,36
85,24,19,26,81,38,51,67,,36
82,20,32,16,71,5,11,49,67,13
26,28,75,69,31,57,37,10,51,55
26,34,,100,24,2,22,46,3,49
,33,14,56,18,1,56,61,83,60
31,55,50,15,5,,10,89,92,100
52,64,63,43,73,22,6,87,,54
97,6,49,36,58,91,,,23,74
71,89,75,24,93,94,59,84,88,6
54,42,22,46,56,16,49,47,35,69
26,4,88,86,54,78,,23,64,
80,33,42,50,15,98,100,51,11,5
21,1,14,38,18,25,5,50,46,33
68,31,94,,17,4,,12,94,98
45,94,20,52,46,49,2,100,26,29
7,74,38,21,37,85,66,45,8,25
99,21,97,59,26,54,87,82,,
25,88,56,29,23,67,88,81,28,88
9,37,,65,28,14,7,1,26,81
,13,99,18,17,31,42,13,,100
69,79,4,53,51,70,79,77,,78
,,1,42,73,13,59,30,,46
59,92,,59,95,15,99,26,14,64
45,4,67,73,,94,25,34,17,40
,10,56,40,68,55,72,97,8,68
17,99,2,12,55,37,62,73,94,86
63,83,40,60,5,55,40,4,89,87
55,91,95,,84,38,77,27,26,61
51,6,45,97,12,91,20,56,12,64
76,,43,92,64,77,42,91,46,36
69,80,99,92,84,100,78,39,6,47
32,39,90,94,94,1,42,77,85,25
49,78,98,100,31,13,50,52,41,55
7,80,64,49,,23,,98,66,100
20,19,41,100,76,12,33,92,36,22
46,96,,60,20,3,46,61,35,87
64,,16,9,51,66,73,18,30,76
,95,89,84,48,70,,51,55,3
93,,52,62,5,91,83,,46,53
3,25,10,15,99,78,93,70,84,24
47,55,2,59,49,61,12,70,50,54
87,,16,25,59,54,19,1,95,15
,52,91,55,81,61,12,10,24,17
94,34,43,44,63,41,31,23,37,
12,7,81,50,42,19,94,62,17,44
50,50,,82,,1,23,75,32,73
51,54,53,57,83,39,23,,100,76
46,6,,1,15,35,61,76,11,68
44,43,28,59,55,46,33,69,14,45
87,58,63,44,89,98,78,52,13,74
92,87,15,21,7,55,92,20,1,51
97,78,8,,20,29,83,6,4,98
58,68,38,78,43,41,8,70,77,95
2,27,82,90,12,97,46,29,43,42
93,60,27,22,4,10,48,67,10,24
10,68,33,94,65,,47,30,75,62
5,5,43,12,4,11,100,,28,2
30,13,5,52,,40,76,22,49,19
52,86,20,99,56,7,89,12,,
87,52,89,86,18,71,39,86,36,38
56,91,87,,46,58,23,69,85,66
52,,16,95,99,29,37,96,22,23
8,8,22,7,,2,25,80,8,20
,76,8,27,97,51,91,,88,26
8,38,79,97,60,76,35,10,92,
41,87,31,49,73,99,31,9,45,21
81,23,32,74,13,99,95,87,24,94
90,68,78,46,70,45,8,8,86,48
38,75,65,95,17,50,18,53,47,6
1,13,95,9,35,12,,36,99,71
42,23,78,1,80,27,43,40,,41
51,21,81,1,98,56,28,58,7,89
61,93,,22,38,72,65,17,79,52
55,48,57,74,70,58,89,10,75,47
73,37,,34,51,56,31,9,4,2
27,,43,57,1,32,83,80,46,11
72,43,100,,98,56,,64,71,4
,11,69,92,60,21,22,72,62,86
99,69,43,35,39,48,,62,79,20
89,34,20,26,35,96,27,51,11,3
72,51,99,25,3,20,50,69,88,29
84,92,88,71,,79,12,,98,51
29,89,,100,42,11,11,86,70,92
93,53,36,86,95,48,86,95,70,73
27,84,66,,12,24,83,59,98,19
90,56,47,61,41,13,36,33,25,68
3,13,70,31,84,21,54,52,34,86
7,25,18,7,5,44,85,79,60,59
,60,30,100,21,63,50,78,8,41
53,86,1,,29,17,62,15,5,
75,91,74,34,73,34,61,29,,45
52,53,97,53,12,34,36,85,63,21
6,97,50,58,93,,9,94,,44
,59,25,3,15,94,72,98,14,2
78,69,11,15,26,66,84,76,6,70
87,34,14,40,36,21,30,13,46,65
89,26,11,49,59,38,72,92,10,73
78,94,81,77,31,50,29,16,47,
17,5,18,64,43,93,17,12,48,69
81,5,73,29,75,60,99,,,59
37,29,71,12,33,39,90,43,73,76
48,81,3,36,90,37,35,34,86,
37,65,47,,23,48,7,65,44,79
43,22,32,,,,30,73,3,98
58,62,,97,,42,96,3,86,
84,87,81,96,4,52,20,66,2,76
2,31,56,6,27,,,39,31,45
16,15,20,,2,84,54,5,68,42
54,60,90,91,31,79,43,55,5,
91,16,61,45,100,37,1,20,,33
19,58,67,64,64,57,95,74,46,60
64,59,43,21,23,8,4,73,40,79
44,32,99,15,28,,14,51,,57
37,38,67,78,76,92,85,15,29,100
71,12,43,8,87,91,33,66,,44
8,41,87,52,78,13,94,35,,94
42,12,32,,73,85,29,34,51,
19,56,33,79,80,76,79,72,38,22
51,83,,67,22,97,26,68,2,6
60,35,28,76,75,45,21,63,99,26
36,14,89,74,76,,76,26,69,71
72,91,49,69,68,99,50,30,73,92
,57,14,,59,83,97,1,13,79
86,51,39,60,92,23,56,34,,7
37,77,69,20,92,13,31,70,14,61
64,48,27,9,48,,95,89,54,50
20,36,,27,49,77,83,94,99,89
9,21,76,96,38,11,5,,57,86
88,6,72,61,54,82,36,8,21,71
48,81,75,2,88,87,,17,51,96
45,15,60,2,52,25,42,30,50,44
22,27,61,51,96,3,82,55,,36
64,40,90,96,,,44,29,71,15
20,18,57,79,79,68,23,2,15,50
1,91,44,35,51,13,55,34,43,93
13,23,,5,14,75,,82,69,26
,51,44,13,87,65,55,93,95,16
68,11,13,63,15,38,65,94,77,89
50,23,,30,96,,95,89,83,11
40,82,70,65,31,48,72,36,84,57
1,54,47,47,,7,40,41,61,43
,24,67,,68,,69,10,,33
99,98,83,58,55,36,41,46,33,95
51,59,45,86,,64,23,48,86,25
45,40,41,97,12,36,55,,46,96
47,25,,80,11,57,47,92,27,93
68,61,73,77,53,66,,96,87,12
85,54,41,41,25,97,19,10,2,96
60,81,69,3,57,52,27,16,62,10
63,67,95,28,,49,91,73,96,39
67,77,22,44,19,41,80,73,87,83
11,98,24,19,43,93,,,77,69
21,71,,20,,69,67,66,96,10
82,96,50,85,72,100,99,60,29,50
99,90,78,11,80,27,42,30,83,16
63,62,12,,12,52,54,85,97,78
24,18,48,100,51,93,7,37,15,60
67,78,,15,16,25,97,11,67,29
79,84,74,,54,100,,73,71,63
17,85,65,,93,20,,57,74,20
14,5,1,78,,70,10,42,28,90
5,47,,63,,16,78,,58,10
80,51,15,53,14,58,,26,6,90
31,66,42,25,,89,73,10,26,85
45,74,39,48,48,13,30,71,11,
50,68,43,14,45,52,42,14,94,
73,16,71,81,66,,33,94,56,51
61,99,25,1,15,37,38,1,69,96
3,72,32,81,63,33,2,9,38,
28,96,15,6,38,76,26,48,52,20
36,55,68,72,34,,,56,31,24
45,14,67,31,,28,56,32,66,26
10,87,48,33,30,49,86,19,54,
34,60,99,55,68,18,26,57,,78
3,55,12,64,89,37,65,63,90,45
76,31,15,,61,30,52,55,85,82
,58,76,42,66,92,66,16,5,1
70,13,71,11,94,3,91,2,54,25
54,15,20,59,66,40,20,26,16,51
23,72,56,83,100,99,73,99,8,45
87,58,46,80,69,38,57,80,55,63
21,37,4,59,38,62,94,24,15,19
57,73,28,,73,3,,35,38,29
85,,29,32,41,11,36,63,9,72
15,79,21,67,35,54,55,,67,95
36,23,69,4,22,35,82,55,88,42
87,60,39,33,61,49,44,,20,
38,86,21,30,75,11,40,82,87,88
68,79,49,88,,86,79,,46,59
,60,17,79,20,47,37,23,,
40,13,87,50,15,8,65,69,35,94
14,,66,23,,33,72,38,,71
54,59,,3,14,8,67,25,9,74
38,47,2,68,67,54,4,24,17,74
62,99,43,65,81,40,20,88,83,68
40,99,95,56,21,72,29,,75,61
63,52,32,19,,61,84,22,73,
,44,8,79,48,2,82,78,73,56
84,45,,61,99,61,3,95,41,76
1,32,29,59,,18,37,11,38,35
88,63,64,97,93,77,65,28,61,96
75,58,21,5,87,5,16,90,12,54
90,67,33,11,99,97,79,12,63,23
57,85,50,23,71,12,12,21,37,64
95,21,77,,71,7,27,100,19,63
52,43,,42,49,58,34,41,65,30
42,84,71,31,12,98,68,48,14,74
28,,84,80,5,57,100,,11,85
72,25,,18,76,9,55,65,79,95
,2,27,63,63,74,98,12,89,40
20,69,18,29,41,,15,7,7,9
,66,77,46,74,29,68,33,93,69
65,82,9,41,37,4,,20,,28
98,49,13,53,76,,57,96,76,22
,25,,66,26,91,1,70,89,51
33,41,63,13,75,26,6,100,,65
,33,39,50,74,60,87,,65,6
32,39,66,,1,16,94,45,64,39
45,51,6,4,,96,65,49,21,25
2,7,28,35,20,,27,52,,
30,18,15,1,95,81,95,85,16,97
84,74,57,47,32,15,86,77,9,13
94,62,90,94,49,10,82,79,56,55
12,63,47,36,81,84,31,27,,12
65,58,,92,77,23,25,71,16,52
50,85,8,84,78,93,5,58,35,32
48,35,,84,59,36,94,,,22
38,31,33,50,24,100,24,,14,65
,,,86,79,50,29,13,6,61
39,78,39,33,11,31,68,11,73,39
7,50,49,98,75,,85,49,86,83
78,24,83,15,23,32,67,8,88,23
,67,80,87,39,17,43,75,53,24
44,67,63,91,60,26,60,3,74,13
33,54,62,78,57,48,61,38,66,63
87,94,66,9,98,,76,63,45,18
96,50,37,21,,24,83,47,11,7
63,75,36,49,87,61,84,,27,84
11,63,,32,41,51,9,,35,19
47,67,22,21,37,1,32,18,28,84
90,,18,59,77,,71,76,16,16
38,31,41,86,1,80,28,20,49,
3,37,100,41,100,36,37,90,16,67
54,92,76,46,16,42,30,95,13,32
33,28,52,90,83,47,11,9,41,78
85,52,3,60,66,44,88,30,41,63
9,17,36,58,41,97,14,83,84,83
65,12,26,56,47,44,60,26,78,17
76,19,65,45,91,4,14,81,48,92
66,,4,78,4,87,14,9,52,16
93,58,12,91,,6,94,23,39,38
46,56,,26,80,44,51,27,16,49
28,56,93,73,13,,75,57,82,58
67,75,26,79,14,9,85,4,64,56
4,91,74,11,85,35,81,99,65,78
60,69,28,54,40,,76,62,12,19
64,6,100,80,77,98,94,,25,35
92,82,10,41,,64,84,52,84,73
79,80,68,2,41,,88,59,91,38
65,29,28,39,88,91,53,74,34,90
69,73,73,32,80,58,1,62,34,94
42,34,38,96,63,,,37,52,61
6,73,7,49,32,,36,58,49,21
98,79,39,77,90,65,92,98,80,18
19,10,66,88,2,35,65,55,93,33
92,2,5,72,82,23,15,75,84,31
20,,45,31,33,3,86,29,42,45
64,43,46,4,32,44,66,,85,76
,44,51,93,,36,23,8,25,7
44,14,20,94,50,75,39,87,44,100
45,22,98,77,,5,52,44,,
36,6,97,37,16,60,66,54,80,94
18,30,85,46,75,71,91,84,9,58
44,67,64,94,84,96,43,31,64,48
87,38,12,37,95,54,30,43,79,66
81,6,35,65,98,43,,26,16,
28,46,13,10,94,34,60,41,98,21
,,75,31,,,82,52,65,43
75,51,45,23,87,1,50,93,27,34
9,20,25,70,63,19,4,15,93,97
38,30,52,22,58,53,47,30,82,28
30,53,3,27,16,27,15,48,62,12
2,39,54,7,33,41,7,99,91,94
,42,90,68,8,13,,,,51
43,63,63,10,,36,99,67,86,
92,26,44,57,,16,1,62,47,
40,71,89,17,37,59,89,15,78,78
,81,13,45,3,11,85,65,16,48
70,28,36,22,40,98,90,54,30,44
92,71,66,7,10,10,72,79,44,
50,20,95,91,67,48,40,98,92,31
49,40,69,44,93,2,48,85,57,29
,,78,19,,10,89,,60,48
64,26,32,28,76,58,,84,19,80
,17,87,,18,89,34,93,92,
41,24,33,17,65,54,40,82,62,43
40,37,76,26,69,33,72,,67,65
38,96,,,2,49,67,77,93,20
76,15,,96,100,39,36,63,46,52
92,45,31,35,47,26,94,83,,37
19,97,18,55,,24,93,8,40,50
5,48,,,57,64,40,,63,50
44,52,95,97,68,28,97,2,59,21
78,80,21,45,54,37,92,50,12,15
91,5,34,45,83,,98,67,30,20
84,41,49,76,87,79,98,24,45,1
79,,,71,30,10,49,32,50,59
47,100,63,29,20,9,64,72,96,17
80,94,33,49,39,53,1,77,73,38
99,48,13,85,90,6,79,87,,47
64,66,2,46,40,29,76,,91,29
78,31,94,29,80,39,8,92,64,6
100,88,79,66,27,,8,57,4,77
92,65,53,93,,1,60,59,77,9
24,47,,17,88,73,82,89,69,59
53,10,22,43,35,,97,4,2,53
39,12,15,83,23,,98,32,15,
28,30,,88,19,24,51,48,,41
30,97,80,17,98,,63,63,94,37
67,90,16,59,2,84,25,86,76,27
31,65,89,65,37,,50,43,100,49
34,91,59,54,62,81,,18,92,64
53,24,85,29,68,86,,1,74,75
13,80,6,28,62,28,28,34,84,56
80,51,44,66,19,89,63,,100,43
5,48,,,68,23,34,92,6,
69,32,36,2,73,,,60,15,12
,29,70,85,9,75,44,81,,79
,81,32,99,39,56,16,87,80,1
88,7,54,36,9,,3,15,80,38
47,14,15,25,19,,63,85,32,9
5,22,34,25,9,52,27,4,71,
27,30,48,20,97,94,67,36,41,
96,63,8,15,54,5,81,22,4,49
19,45,54,30,33,34,63,11,,66
76,78,40,,87,,16,3,33,80
72,56,85,,40,,35,92,26,24
8,57,2,39,65,84,78,72,54,32
,3,13,,7,59,86,,14,32
8,63,,8,59,26,30,54,,61
66,,12,21,85,61,83,2,50,58
71,47,17,,2,81,10,38,25,48
30,2,12,11,11,14,71,73,,46
21,85,3,18,29,28,13,16,20,68
48,49,87,1,12,66,21,21,14,75
27,39,30,88,100,,29,,,2
86,63,,,,44,70,25,81,47
6,6,15,,37,81,96,95,90,88
90,1,49,16,23,50,42,63,7,74
12,30,39,39,58,69,66,87,20,28
62,,83,3,82,,84,95,16,83
13,96,32,8,93,79,68,51,22,12
50,66,84,58,24,8,51,64,62,11
79,1,43,72,92,47,38,32,26,45
75,32,12,75,26,3,28,77,82,26
44,57,40,85,3,,95,53,21,60
59,39,,49,80,80,24,92,64,83
57,4,,65,77,88,58,46,,74
88,74,47,98,48,38,77,99,74,83
37,19,13,63,34,45,85,88,15,
46,11,,43,86,100,19,39,61,94
49,54,42,44,72,94,61,4,6,98
79,35,60,,,36,38,14,8,14
43,35,25,99,58,86,81,4,68,50
8,6,78,16,18,38,9,85,76,
16,68,92,33,91,3,22,73,50,58
64,4,51,6,66,27,91,55,13,29
62,18,45,80,,21,85,,99,51
63,75,12,94,5,25,53,36,52,35
12,47,48,42,41,81,55,4,12,15
96,72,63,12,50,,,,55,
84,9,26,40,9,86,90,53,83,51
29,96,82,19,58,51,96,71,30,43
44,,81,31,37,,39,90,63,17
30,41,2,7,26,55,99,56,,48
23,14,24,90,18,7,99,49,100,84
91,9,40,25,42,67,8,55,,93
43,,43,60,94,66,2,86,89,11
34,88,44,44,100,95,71,40,58,61
34,12,48,55,89,33,84,46,31,82
7,20,59,38,69,70,32,83,100,100
78,51,29,26,87,9,86,79,67,
69,53,52,20,53,4,85,3,70,42
7,8,59,65,41,16,82,64,62,29
49,53,56,63,10,41,90,14,8,27
60,16,4,88,52,,20,40,16,87
80,,89,11,40,68,74,83,92,85
59,7,54,,5,65,3,13,44,53
5,80,50,98,94,2,32,34,44,74
97,81,17,22,77,3,45,42,88,44
61,35,89,83,64,95,83,80,14,14
27,12,83,3,41,43,19,18,23,25
69,53,26,1,29,79,39,69,98,39
37,10,66,22,17,71,68,66,26,2
35,16,69,60,81,24,36,,30,
36,24,16,66,19,20,95,47,19,
91,,34,53,100,84,,11,27,40
88,93,92,29,62,74,25,74,,25
68,11,8,31,53,,10,13,80,42
44,38,94,,69,54,61,94,,92
21,17,43,61,,9,71,62,32,26
76,26,54,34,26,9,63,22,41,58
,95,24,26,1,35,100,,4,76
91,54,87,76,100,21,95,79,39,62
61,10,48,9,86,85,,80,48,90
64,29,59,10,6,,29,14,40,86
14,28,13,63,51,10,60,72,82,50
66,100,87,29,40,55,44,37,30,92
10,,12,52,53,80,50,21,18,94
79,47,76,41,71,78,52,84,11,43
87,39,60,49,2,3,14,46,,51
40,64,72,6,98,16,61,51,54,48
100,34,42,48,63,15,74,,31,84
62,10,20,85,62,44,89,11,35,25
43,40,54,100,24,31,31,69,99,29
65,,64,50,77,34,,75,,66
100,1,,48,87,53,93,70,60,31
73,78,71,44,11,96,67,,48,49
87,,82,46,71,59,60,55,13,
66,70,9,26,81,17,10,,70,55
45,71,41,89,73,60,17,94,52,11
57,6,33,76,70,15,22,45,31,
57,67,73,80,41,35,38,27,59,9
12,,35,27,20,30,11,14,70,35
95,33,22,70,,41,8,92,47,22
29,78,94,,82,39,10,,2,8
65,40,32,26,80,100,1,58,6,70
34,82,70,60,69,68,77,44,48,77
31,35,68,42,,23,83,84,65,67
51,38,80,12,26,88,81,92,,33
,4,25,50,16,9,25,92,17,
53,4,72,15,27,23,29,50,95,17
37,69,,18,61,15,,78,,15
47,13,,73,13,3,87,,72,13
88,67,82,48,10,3,75,,9,53
15,99,81,20,55,97,72,87,30,49
,64,52,67,26,21,18,81,8,81
,15,43,43,,76,57,98,95,54
97,56,49,84,98,71,31,49,94,42
82,58,62,41,51,63,65,56,,69
,22,23,,10,2,67,48,64,5
36,67,18,90,83,58,,30,9,13
24,75,24,,7,7,48,72,66,14
,,11,37,,39,96,22,80,91
73,40,99,65,48,17,81,23,64,82
7,37,16,41,13,57,35,32,1,25
76,98,20,2,16,20,42,8,33,53
76,37,52,17,11,63,,95,51,64
86,,54,52,22,81,45,94,,69
,2,55,49,22,20,50,,98,27
38,73,71,99,98,98,67,4,77,68
16,41,33,81,70,12,73,88,96,60
19,44,100,74,26,19,34,58,43,26
69,6,17,99,78,42,11,79,34,61
48,50,85,,,67,53,56,42,
20,49,32,,79,54,62,27,,44
31,32,,92,50,,73,34,76,5
68,24,86,53,,50,90,16,15,49
36,62,36,40,90,56,63,72,59,91
17,,39,76,76,95,97,30,,56
93,58,93,5,26,95,83,48,64,
51,85,7,10,69,,97,46,,69
9,81,35,80,24,100,24,,34,
94,64,52,36,27,42,82,17,40,30
87,83,77,79,73,20,26,41,62,16
16,41,63,21,80,84,13,67,74,80
71,46,14,79,23,63,1,15,,5
47,86,28,25,54,43,,66,88,20
61,61,96,38,63,65,45,6,84,38
9,23,17,25,67,73,83,40,86,60
72,89,78,80,94,4,52,92,8,58
20,70,,13,8,67,83,27,77,44
59,43,46,81,47,60,1,29,99,74
29,37,7,91,,17,84,7,37,11
23,52,80,89,,71,69,85,65,100
16,39,22,84,81,58,73,,27,
36,52,95,21,,87,48,33,38,15
77,51,11,88,23,27,87,31,53,7
10,3,57,96,61,8,33,40,39,7
71,3,69,36,75,33,36,64,29,55
26,67,,81,57,34,17,,45,93
,45,61,5,2,79,35,29,34,10
